epoch,n_buckets,train_loss,train_acc,val_loss,val_acc,is_best
1,22,0.07572272727272727,0.8415409090909091,,,False
2,22,0.047463636363636375,0.8500363636363635,,,False
3,22,0.04492272727272728,0.8495772727272729,,,False
4,22,0.03995454545454545,0.8531136363636364,,,False
5,22,0.03950454545454545,0.8529818181818183,,,False
6,22,0.036027272727272734,0.854840909090909,,,False
7,22,0.034313636363636366,0.8552727272727272,,,False
8,22,0.03247727272727273,0.8564772727272726,,,False
9,22,0.030827272727272727,0.8586818181818181,,,False
10,22,0.029154545454545454,0.8623772727272729,,,False
11,22,0.030950000000000002,0.8606590909090909,,,False
12,22,0.027722727272727267,0.8675181818181819,,,False
13,22,0.026977272727272728,0.8717090909090909,,,False
14,22,0.02594090909090909,0.8783863636363635,,,False
15,22,0.02489090909090909,0.8864636363636363,,,False
16,22,0.024231818181818184,0.892190909090909,,,False
17,22,0.02325454545454546,0.8989454545454546,,,False
18,22,0.022368181818181815,0.9053681818181818,,,False
19,22,0.02133181818181818,0.9125545454545455,,,False
20,22,0.02095454545454545,0.9158636363636365,,,False
21,22,0.019763636363636365,0.9236636363636364,,,False
22,22,0.01899090909090909,0.9290090909090913,,,False
23,22,0.01857727272727273,0.9321318181818181,,,False
24,22,0.01869090909090909,0.9324727272727272,,,False
25,22,0.018186363636363636,0.9354227272727271,,,False
26,22,0.017722727272727275,0.9381136363636362,,,False
27,22,0.016868181818181813,0.9430409090909091,,,False
28,22,0.01807727272727273,0.9367636363636364,,,False
29,22,0.016986363636363636,0.9426590909090907,,,False
30,22,0.016527272727272727,0.9451636363636363,,,False
31,22,0.017622727272727273,0.9402090909090908,,,False
32,22,0.016113636363636365,0.9475954545454545,,,False
33,22,0.015736363636363635,0.94955,,,False
34,22,0.0165,0.9455863636363637,,,False
35,22,0.015331818181818179,0.9516772727272728,,,False
36,22,0.01610909090909091,0.9477863636363636,,,False
37,22,0.015009090909090911,0.9532954545454545,,,False
38,22,0.014404545454545455,0.9563772727272725,,,False
39,22,0.015427272727272727,0.9516181818181817,,,False
40,22,0.014222727272727276,0.957472727272727,,,False
41,22,0.014627272727272728,0.9556045454545455,,,False
42,22,0.015872727272727274,0.9499681818181817,,,False
43,22,0.01367727272727273,0.9602727272727273,,,False
44,22,0.015159090909090907,0.9535681818181818,,,False
45,22,0.013304545454545456,0.9618954545454546,,,False
46,22,0.013777272727272733,0.9596454545454545,,,False
47,22,0.013022727272727271,0.9630545454545453,,,False
48,22,0.014286363636363635,0.9575818181818182,,,False
49,22,0.012709090909090908,0.9643590909090908,,,False
50,22,0.01425,0.95775,0.0126,0.9652045454545454,False
51,22,0.012663636363636366,0.9646318181818182,,,False
52,22,0.012640909090909092,0.9646454545454543,,,False
53,22,0.013263636363636365,0.9619545454545453,,,False
54,22,0.012750000000000001,0.9641636363636361,,,False
55,22,0.012268181818181819,0.9661272727272724,,,False
56,22,0.01368636363636364,0.9600954545454544,,,False
57,22,0.01210909090909091,0.9668045454545454,,,False
58,22,0.011931818181818182,0.9674181818181817,,,False
59,22,0.01265909090909091,0.9643181818181819,,,False
60,22,0.012199999999999999,0.9662454545454543,,,False
61,22,0.012054545454545455,0.9670909090909091,,,False
62,22,0.012245454545454542,0.9660772727272726,,,False
63,22,0.011581818181818183,0.968690909090909,,,False
64,22,0.012118181818181818,0.9664409090909092,,,False
65,22,0.012159090909090908,0.9665409090909093,,,False
66,22,0.011304545454545454,0.9695499999999998,,,False
67,22,0.011727272727272727,0.9679318181818183,,,False
68,22,0.011595454545454546,0.9684227272727273,,,False
69,22,0.011072727272727272,0.9702681818181816,,,False
70,22,0.011022727272727274,0.9704090909090909,,,False
71,22,0.01189090909090909,0.9670954545454546,,,False
72,22,0.010913636363636363,0.9706863636363638,,,False
73,22,0.011449999999999998,0.968631818181818,,,False
74,22,0.010713636363636364,0.9713318181818181,,,False
75,22,0.01065,0.9713999999999998,,,False
76,22,0.01212272727272727,0.9659909090909092,,,False
77,22,0.01081363636363636,0.9708954545454546,,,False
78,22,0.010440909090909091,0.9719818181818184,,,False
79,22,0.011672727272727274,0.9674954545454547,,,False
80,22,0.010459090909090911,0.9719181818181819,,,False
81,22,0.011154545454545457,0.9693272727272728,,,False
82,22,0.010436363636363636,0.9719681818181818,,,False
83,22,0.01088181818181818,0.97015,,,False
