Model,Dataset,Segment_Length,Overlap,Missingness,MAF_Bin,Num_SNPs,Bin_Acc,Bin_R2,Bin_Precision,Bin_Recall,Bin_F1,Overall_Acc,Overall_R2,Overall_Precision,Overall_Recall,Overall_F1
BiUNet,HLA,128,64,0.05,20%~30%,7631,0.998409667,0.997794333,0.997864667,0.997931333,0.997898,0.998858667,0.997927333,0.998010667,0.998259333,0.998134667
BiUNet,HLA,128,64,0.05,30%~40%,6170,0.998601333,0.997940333,0.998373,0.998394667,0.998384,0.998858667,0.997927333,0.998010667,0.998259333,0.998134667
BiUNet,HLA,128,64,0.05,40%~50%,6424,0.998586,0.997554,0.998489667,0.998522,0.998505667,0.998858667,0.997927333,0.998010667,0.998259333,0.998134667
BiUNet,HLA,128,64,0.15,0.1%~0.5%,427,0.999556333,0.986836333,0.999263333,0.990935333,0.995067333,0.995356,0.991933333,0.794232667,0.793865,0.794048333
BiUNet,HLA,128,64,0.15,0.5%~1%,680,0.998774333,0.970955667,0.986415333,0.957019333,0.971116,0.995356,0.991933333,0.794232667,0.793865,0.794048333
BiUNet,HLA,128,64,0.15,1%~10%,16799,0.996354,0.98381,0.791751667,0.787887667,0.789809667,0.995356,0.991933333,0.794232667,0.793865,0.794048333
BiUNet,HLA,128,64,0.15,10%~20%,9609,0.993855333,0.989793,0.92393,0.923744,0.923836333,0.995356,0.991933333,0.794232667,0.793865,0.794048333
BiUNet,HLA,128,64,0.15,20%~30%,7631,0.994601333,0.992498667,0.992828667,0.993087,0.992957667,0.995356,0.991933333,0.794232667,0.793865,0.794048333
BiUNet,HLA,128,64,0.15,30%~40%,6170,0.995243,0.992899,0.994498333,0.994586,0.994541667,0.995356,0.991933333,0.794232667,0.793865,0.794048333
BiUNet,HLA,128,64,0.15,40%~50%,6424,0.995353667,0.992563,0.995055333,0.995085333,0.99507,0.995356,0.991933333,0.794232667,0.793865,0.794048333
BiUNet,HLA,128,64,0.25,0.1%~0.5%,427,0.999290333,0.982987333,0.999503,0.985924,0.992633,0.992273333,0.986762667,0.856436667,0.855289,0.855861333
BiUNet,HLA,128,64,0.25,0.5%~1%,680,0.997437667,0.930757333,0.984666667,0.938299,0.960649667,0.992273333,0.986762667,0.856436667,0.855289,0.855861333
BiUNet,HLA,128,64,0.25,1%~10%,16799,0.993394333,0.971444,0.916818667,0.905870667,0.911276333,0.992273333,0.986762667,0.856436667,0.855289,0.855861333
BiUNet,HLA,128,64,0.25,10%~20%,9609,0.990279667,0.984005667,0.852845333,0.852281,0.852562667,0.992273333,0.986762667,0.856436667,0.855289,0.855861333
BiUNet,HLA,128,64,0.25,20%~30%,7631,0.991311333,0.987887333,0.988527667,0.988694,0.988610667,0.992273333,0.986762667,0.856436667,0.855289,0.855861333
BiUNet,HLA,128,64,0.25,30%~40%,6170,0.992295333,0.988667,0.991054667,0.991147667,0.991101,0.992273333,0.986762667,0.856436667,0.855289,0.855861333
BiUNet,HLA,128,64,0.25,40%~50%,6424,0.992432333,0.988396,0.99191,0.991967333,0.991938333,0.992273333,0.986762667,0.856436667,0.855289,0.855861333
