method,missing,chr,MAF_bin,Num_SNPs,Bin_Acc,Bin_R2,Bin_Precision,Bin_Recall,Bin_F1,Bin_Acc_sd,Bin_R2_sd,Bin_Precision_sd,Bin_Recall_sd,Bin_F1_sd,Overall Acc,Overall R2,Overall Precision,Overall Recall,Overall F1
beagle,5%,20, 0.5%~1%,8029.0,0.9851891061568482,0.9244921983952917,0.7548054361574289,0.7551131157979961,0.7547984616081154,0.0006516907456794175,0.003352940179140174,0.010720875608890245,0.010711023489345823,0.010860327075781499,0.8924558380008617,0.9128241536916127,0.7494263433306984,0.74942604854879,0.7494234467372717
beagle,5%,20, 1%~10%,68182.0,0.9622698783914355,0.9337925314827533,0.7512053959802004,0.751421284117138,0.7513026831337012,0.000933115185189999,0.0016531969940594715,0.0061496453605572165,0.0061561623217122295,0.006157284749096949,0.8924558380008617,0.9128241536916127,0.7494263433306984,0.74942604854879,0.7494234467372717
beagle,5%,20, 10%~20%,35762.0,0.8885822177933916,0.9079798471350936,0.7494322299022323,0.7494122810953634,0.7494159609624859,0.0016322346923033715,0.0012908382753985949,0.0036666170617274184,0.0036689791704064335,0.003665399918483151,0.8924558380008617,0.9128241536916127,0.7494263433306984,0.74942604854879,0.7494234467372717
beagle,5%,20, 20%~30%,26302.0,0.8348333920913952,0.8882994032491359,0.7478538486288385,0.7478413828539519,0.7478460214546104,0.001141813405309723,0.0007331435779109382,0.0017478505192126965,0.0017495318558373846,0.0017494024956436827,0.8924558380008617,0.9128241536916127,0.7494263433306984,0.74942604854879,0.7494234467372717
beagle,5%,20, 30%~40%,21761.0,0.7983708692086063,0.8627433699104139,0.7501153700973141,0.7501641515981597,0.7501278978875705,0.000796491547397466,0.0005277837797417176,0.0009727414145650526,0.0009808420869099523,0.0009769119817515425,0.8924558380008617,0.9128241536916127,0.7494263433306984,0.74942604854879,0.7494234467372717
beagle,5%,20, 40%~50%,22467.0,0.7812899997437319,0.8469878213669505,0.7488381941170855,0.748891657933771,0.7488584713034593,0.0015870162269372534,0.0010290701544775193,0.0018449397471771293,0.001835500028627105,0.0018335959851468432,0.8924558380008617,0.9128241536916127,0.7494263433306984,0.74942604854879,0.7494234467372717
beagle,5%,20, Overall,189900.0,0.8924558380008617,0.9128241536916127,0.7494263433306984,0.74942604854879,0.7494234467372717,0.0010635800067204989,0.000838689868919463,0.0024812330258155136,0.0024842092947029485,0.0024804215687265945,0.8924558380008617,0.9128241536916127,0.7494263433306984,0.74942604854879,0.7494234467372717
beagle,15%,20, 0.1%~0.5%,7397.0,0.9864318458343063,0.8926049644124884,0.750223499203765,0.7512216362898357,0.7504797928261228,0.0002521696084245276,0.002414142584069905,0.004231851589668698,0.004163882710086982,0.00452256867829492,0.8921301881372972,0.9110042302129444,0.7493040613387013,0.7491890025673151,0.7492454639212252
beagle,15%,20, 0.5%~1%,8029.0,0.9845437184146862,0.9204912404968439,0.7449011292170643,0.7456680225136131,0.7452661828433221,0.0007205227131936775,0.003521777121621248,0.011755841997934356,0.011801893979744823,0.011787533655816463,0.8921301881372972,0.9110042302129444,0.7493040613387013,0.7491890025673151,0.7492454639212252
beagle,15%,20, 1%~10%,68182.0,0.9614391028290591,0.9302588787888025,0.7475087610020278,0.7471320010638438,0.7472920265145255,0.000950396738429182,0.0016096716788901243,0.006292167045434657,0.006286127730297889,0.00628285965306441,0.8921301881372972,0.9110042302129444,0.7493040613387013,0.7491890025673151,0.7492454639212252
beagle,15%,20, 10%~20%,35762.0,0.8884379559817175,0.9060502407749264,0.7498399177514283,0.7496129925857433,0.7497198511184929,0.0016559584752660812,0.0012330482575298601,0.0037537167651161426,0.0037347280431039753,0.003739204855512868,0.8921301881372972,0.9110042302129444,0.7493040613387013,0.7491890025673151,0.7492454639212252
beagle,15%,20, 20%~30%,26302.0,0.8357355011601837,0.8871686592719148,0.7495929105117317,0.7496221717867996,0.7495994075184812,0.003160207605289215,0.002007538416500397,0.004806242374236719,0.004804922544528421,0.004812757403432223,0.8921301881372972,0.9110042302129444,0.7493040613387013,0.7491890025673151,0.7492454639212252
beagle,15%,20, 30%~40%,21761.0,0.7963694432491822,0.8594001312290948,0.7477001093282413,0.747909991202932,0.7477950428568709,0.0030942397989967936,0.002022421114959614,0.003830149866298775,0.003823428372932987,0.003828917065440201,0.8921301881372972,0.9110042302129444,0.7493040613387013,0.7491890025673151,0.7492454639212252
beagle,15%,20, 40%~50%,22467.0,0.7823703721687432,0.8456731527442978,0.7500324073515738,0.750276725486596,0.7501500926867916,0.005711961383269112,0.0037086030371933478,0.0065446905823178265,0.006555855978950833,0.006550582901753817,0.8921301881372972,0.9110042302129444,0.7493040613387013,0.7491890025673151,0.7492454639212252
beagle,15%,20, Overall,189900.0,0.8921301881372972,0.9110042302129444,0.7493040613387013,0.7491890025673151,0.7492454639212252,0.0021404006422261835,0.0016407730529929198,0.004992013722829448,0.004981619813429457,0.004987236870644303,0.8921301881372972,0.9110042302129444,0.7493040613387013,0.7491890025673151,0.7492454639212252
beagle,25%,20, 0.1%~0.5%,7397.0,0.9862659309056497,0.8890190660841614,0.7484396740780968,0.7489407546591339,0.7485708934290835,0.00010432931560926935,0.0008235965038316503,0.0017239538645472696,0.0020908300594503857,0.0019353086873202222,0.8908188121339781,0.9084966160007394,0.7468486187263638,0.7465982157617895,0.7467210386197684
beagle,25%,20, 0.5%~1%,8029.0,0.9842936778420649,0.9173123512372733,0.7425625623650407,0.7428099939225712,0.7426357666745607,0.0006594640358421383,0.0027514113092931827,0.011637563479664256,0.011772426306250429,0.011673390663773948,0.8908188121339781,0.9084966160007394,0.7468486187263638,0.7465982157617895,0.7467210386197684
beagle,25%,20, 1%~10%,68182.0,0.9610522149718713,0.9276843894571339,0.7467263062904252,0.7455479337408697,0.7461255528424345,0.0005480070881891404,0.0009644006119484618,0.0036450643655379063,0.003647457994822931,0.0036437358742382807,0.8908188121339781,0.9084966160007394,0.7468486187263638,0.7465982157617895,0.7467210386197684
beagle,25%,20, 10%~20%,35762.0,0.886934963979033,0.9031368696827697,0.7470999692788717,0.7467346510889885,0.7469001422201678,0.002255779153117969,0.001797723026652996,0.005126970472921197,0.005107381136313423,0.005102886483261646,0.8908188121339781,0.9084966160007394,0.7468486187263638,0.7465982157617895,0.7467210386197684
beagle,25%,20, 20%~30%,26302.0,0.8326953475136123,0.8835049935329753,0.7452456321351509,0.7452964787794052,0.7452641351680747,0.0038224164285830635,0.0025091264840167524,0.005859749487198516,0.005836576332173828,0.0058475649060629785,0.8908188121339781,0.9084966160007394,0.7468486187263638,0.7465982157617895,0.7467210386197684
beagle,25%,20, 30%~40%,21761.0,0.7955081581868034,0.8568472805910136,0.7466922369375034,0.7470558075660766,0.7468654303150508,0.0029971738847512203,0.001964215412634677,0.0037240852779036214,0.003694165705659597,0.0037141417111610426,0.8908188121339781,0.9084966160007394,0.7468486187263638,0.7465982157617895,0.7467210386197684
beagle,25%,20, 40%~50%,22467.0,0.7793899065430644,0.8418292992463335,0.7465501997402982,0.7470015175474528,0.7467648266890431,0.00334119682976744,0.0022741066022546044,0.0038552272051960877,0.0038292816858651983,0.0038518282017680535,0.8908188121339781,0.9084966160007394,0.7468486187263638,0.7465982157617895,0.7467210386197684
beagle,25%,20, Overall,189900.0,0.8908188121339781,0.9084966160007394,0.7468486187263638,0.7465982157617895,0.7467210386197684,0.0018640596866541237,0.0014767756280333897,0.004369094278667353,0.004351593148133365,0.004360574645562532,0.8908188121339781,0.9084966160007394,0.7468486187263638,0.7465982157617895,0.7467210386197684
beagle,5%,21, 0.1%~0.5%,4535.0,0.9869065517356587,0.9065008123926396,0.7620820673645642,0.762322161775546,0.7619748259437831,0.0005817329662740181,0.004567113457108991,0.010765133703682978,0.010855641390918814,0.010777919088941101,0.8901382141013227,0.9142353609849602,0.747539797366517,0.7475364455203662,0.7475360527815097
beagle,5%,21, 0.5%~1%,4593.0,0.9847462211929879,0.9136294269241331,0.7489158931383599,0.7491680327076216,0.7490376880031794,0.00014631518340592578,0.0009866665064928609,0.0023043032303906802,0.002093250871013975,0.002204463249165373,0.8901382141013227,0.9142353609849602,0.747539797366517,0.7475364455203662,0.7475360527815097
beagle,5%,21, 1%~10%,41652.0,0.9610451970002533,0.9309984377976245,0.7488259035754918,0.7490791949107546,0.7489092922516174,0.00018501282764402484,0.0002935606383150822,0.001126661699972587,0.0011037786104864066,0.0011401280993469575,0.8901382141013227,0.9142353609849602,0.747539797366517,0.7475364455203662,0.7475360527815097
beagle,5%,21, 10%~20%,23496.0,0.886142451068396,0.9139121691967466,0.7445176880077925,0.7444720877956016,0.7444929179258288,0.0027818669009442645,0.0020639018111532196,0.006253430350504128,0.006244512867798417,0.006249102922340779,0.8901382141013227,0.9142353609849602,0.747539797366517,0.7475364455203662,0.7475360527815097
beagle,5%,21, 20%~30%,16815.0,0.83455698825904,0.8917026991178295,0.7457343264232245,0.745722124900972,0.7457239417181772,0.0021760917053314463,0.0013802935971849067,0.0033472973356892593,0.003349745129206543,0.003345409661984329,0.8901382141013227,0.9142353609849602,0.747539797366517,0.7475364455203662,0.7475360527815097
beagle,5%,21, 30%~40%,14563.0,0.7958727909459214,0.8612116856748772,0.7465632180433338,0.7466068721310987,0.7465575148794416,0.005872882983777981,0.0037973526764168816,0.007259868696092573,0.007258743256388661,0.007281084083635506,0.8901382141013227,0.9142353609849602,0.747539797366517,0.7475364455203662,0.7475360527815097
beagle,5%,21, 40%~50%,13669.0,0.7858492009124829,0.851018024743054,0.7515119382207981,0.7515592096858393,0.7515342097631713,0.0035681234629694678,0.0024140933398592713,0.0041598782362580475,0.004143593104244582,0.004152820272327696,0.8901382141013227,0.9142353609849602,0.747539797366517,0.7475364455203662,0.7475360527815097
beagle,5%,21, Overall,119323.0,0.8901382141013227,0.9142353609849602,0.747539797366517,0.7475364455203662,0.7475360527815097,0.00180956005108861,0.0013810407295828688,0.004165019943812873,0.004166606697691092,0.004165367201212423,0.8901382141013227,0.9142353609849602,0.747539797366517,0.7475364455203662,0.7475360527815097
beagle,15%,21, 0.1%~0.5%,4535.0,0.9860178410343791,0.8988470240094433,0.7465596829996642,0.7472314450345857,0.7468794583622619,0.0002106630205168948,0.0007258064781209332,0.0038894264940939603,0.0041426492170489465,0.0040179376904048965,0.8896186160355684,0.9123779390076195,0.7469874126421935,0.7468603964313241,0.7469218993173953
beagle,15%,21, 0.5%~1%,4593.0,0.9845730327441626,0.9109890770531325,0.7471269527350509,0.7483390813766544,0.7475094516665018,0.0003600447798921732,0.0028432564037212693,0.0054433001321574585,0.005279586737655757,0.00573251665313305,0.8896186160355684,0.9123779390076195,0.7469874126421935,0.7468603964313241,0.7469218993173953
beagle,15%,21, 1%~10%,41652.0,0.9607645527589348,0.9283721230959752,0.7487759800412573,0.7484511460313108,0.7485845327554254,0.0003731669700274329,0.0007071526578014992,0.0024262366973228015,0.002481596866694614,0.002443988778850472,0.8896186160355684,0.9123779390076195,0.7469874126421935,0.7468603964313241,0.7469218993173953
beagle,15%,21, 10%~20%,23496.0,0.8872667559146109,0.9132506549465099,0.7478587115888754,0.7475536518481366,0.747695585286702,0.00025879164324810183,0.00020382609416085812,0.0005979976724509734,0.0005791421662147405,0.0005842321600949004,0.8896186160355684,0.9123779390076195,0.7469874126421935,0.7468603964313241,0.7469218993173953
beagle,15%,21, 20%~30%,16815.0,0.834728642355761,0.8902339043753399,0.746363852236856,0.7463558562614852,0.7463507771844773,0.0010790941058802222,0.0007527996047242471,0.0016379934911708194,0.001659311589380273,0.0016447307565635805,0.8896186160355684,0.9123779390076195,0.7469874126421935,0.7468603964313241,0.7469218993173953
