Model,Dataset,Segment_Length,Overlap,Missingness,MAF_Bin,Num_SNPs,Bin_Acc,Bin_R2,Bin_Precision,Bin_Recall,Bin_F1,Overall_Acc,Overall_R2,Overall_Precision,Overall_Recall,Overall_F1,MAF_bin
Beagle,1KGP,-1,0,0.15,,90533,0.969855455517575,0.8241511658834232,0.7483969946392178,0.747401347054921,0.7478945428014838,0.9534604564109608,0.8564977062484624,0.7498885185767186,0.749524243624439,0.7497023970746453, 1%~10%
Beagle,1KGP,-1,0,0.15,,17410,0.8831795458665205,0.8231655175209772,0.7509214764079882,0.7507050299733108,0.7508065824026955,0.9534604564109608,0.8564977062484624,0.7498885185767186,0.749524243624439,0.7497023970746453, 10%~20%
Beagle,1KGP,-1,0,0.15,,11479,0.8250970444624123,0.8239766982922907,0.7503781298418495,0.750490325320118,0.7504316907077849,0.9534604564109608,0.8564977062484624,0.7498885185767186,0.749524243624439,0.7497023970746453, 20%~30%
Beagle,1KGP,-1,0,0.15,,9555,0.7876603932008603,0.8256275091391772,0.7501698419009925,0.7504470531687206,0.7503077073751685,0.9534604564109608,0.8564977062484624,0.7498885185767186,0.749524243624439,0.7497023970746453, 30%~40%
Beagle,1KGP,-1,0,0.15,,8010,0.7678377313529191,0.8247857968929215,0.7495677292112426,0.7499325416075125,0.7497399248291937,0.9534604564109608,0.8564977062484624,0.7498885185767186,0.749524243624439,0.7497023970746453, 40%~50%
BiUNet,1KGP,128,16,0.25,,62625,0.9976165691430826,0.7596554554374125,0.9767379943370368,0.8604257225933589,0.9105562128617732,0.9933234687508038,0.8260245093900868,0.9822241422618644,0.9738715449853648,0.9780024805260864, 0.1%~0.5%
BiUNet,1KGP,128,16,0.25,,41501,0.9959452165841806,0.7306593581226212,0.9747459941188724,0.8757451772318454,0.9196071748765484,0.9933234687508038,0.8260245093900868,0.9822241422618644,0.9738715449853648,0.9780024805260864, 0.5%~1%
BiUNet,1KGP,128,16,0.25,,90533,0.9926209710561184,0.846620829187047,0.9764464615763888,0.952740511830388,0.96429017407674,0.9933234687508038,0.8260245093900868,0.9822241422618644,0.9738715449853648,0.9780024805260864, 1%~10%
BiUNet,1KGP,128,16,0.25,,17410,0.9880925913388354,0.9516545874680272,0.981886957940845,0.9838506582037092,0.982866342122224,0.9933234687508038,0.8260245093900868,0.9822241422618644,0.9738715449853648,0.9780024805260864, 10%~20%
BiUNet,1KGP,128,16,0.25,,11479,0.9860108241964084,0.96190117817817,0.9832471998776716,0.9853532768396558,0.9842940912729218,0.9933234687508038,0.8260245093900868,0.9822241422618644,0.9738715449853648,0.9780024805260864, 20%~30%
BiUNet,1KGP,128,16,0.25,,9555,0.9856536004281796,0.9675942547933458,0.9847416823010958,0.9858886996410284,0.9853050267133934,0.9933234687508038,0.8260245093900868,0.9822241422618644,0.9738715449853648,0.9780024805260864, 30%~40%
BiUNet,1KGP,128,16,0.25,,8010,0.9851131902612228,0.9693066558856862,0.9848358847016448,0.9852462075973332,0.9850257855466252,0.9933234687508038,0.8260245093900868,0.9822241422618644,0.9738715449853648,0.9780024805260864, 40%~50%
Beagle,1KGP,-1,0,0.25,,62625,0.9957689487944263,0.8864631136521245,0.7413974497186426,0.7322071833800874,0.7366831480630454,0.952964057573371,0.8385017490743135,0.7484992424478919,0.7474526691082631,0.747969488591238, 0.1%~0.5%
Beagle,1KGP,-1,0,0.25,,41501,0.992257825479124,0.8395774718393901,0.7430969242456018,0.7382286521608652,0.7406127011404613,0.952964057573371,0.8385017490743135,0.7484992424478919,0.7474526691082631,0.747969488591238, 0.5%~1%
Beagle,1KGP,-1,0,0.25,,90533,0.969452644602126,0.8142590966743308,0.7473555557200293,0.7451501899906434,0.7462312538882182,0.952964057573371,0.8385017490743135,0.7484992424478919,0.7474526691082631,0.747969488591238, 1%~10%
Beagle,1KGP,-1,0,0.25,,17410,0.8822386941642297,0.818362481088237,0.7495813938348626,0.7491207466219555,0.7493475179977519,0.952964057573371,0.8385017490743135,0.7484992424478919,0.7474526691082631,0.747969488591238, 10%~20%
Beagle,1KGP,-1,0,0.25,,11479,0.8231543334049911,0.8196558994452996,0.7477325692327381,0.7479438469452737,0.7478332227667654,0.952964057573371,0.8385017490743135,0.7484992424478919,0.7474526691082631,0.747969488591238, 20%~30%
Beagle,1KGP,-1,0,0.25,,9555,0.7854820898818726,0.8216663914121947,0.7474316327011791,0.7480183666978948,0.7477174404308915,0.952964057573371,0.8385017490743135,0.7484992424478919,0.7474526691082631,0.747969488591238, 30%~40%
Beagle,1KGP,-1,0,0.25,,8010,0.767889947451617,0.8228456830449788,0.7493081074819075,0.7500600936120025,0.749673047139779,0.952964057573371,0.8385017490743135,0.7484992424478919,0.7474526691082631,0.747969488591238, 40%~50%
