Model,Dataset,Segment_Length,Overlap,Missingness,MAF_Bin,Num_SNPs,Bin_Acc,Bin_R2,Bin_Precision,Bin_Recall,Bin_F1,Overall_Acc,Overall_R2,Overall_Precision,Overall_Recall,Overall_F1,MAF_bin
BiUNet,HLA,128,64,0.15,,8291,0.9952659510312388,0.9812896969690658,0.992619381361222,0.9931009362605272,0.9928594891673954,0.9963594316860978,0.9819221754078128,0.994641670172984,0.9945880985993456,0.9946144585868256, 10%~20%
BiUNet,HLA,128,64,0.15,,6297,0.9962536272683962,0.9906501687424064,0.9952498753953752,0.9957614982462852,0.9955050907143028,0.9963594316860978,0.9819221754078128,0.994641670172984,0.9945880985993456,0.9946144585868256, 20%~30%
BiUNet,HLA,128,64,0.15,,5390,0.996449654241862,0.9927471659881248,0.9960452262903275,0.9962612598479718,0.9961529778409564,0.9963594316860978,0.9819221754078128,0.994641670172984,0.9945880985993456,0.9946144585868256, 30%~40%
BiUNet,HLA,128,64,0.15,,5139,0.9967494560314176,0.9935957811287216,0.9966573530392504,0.99666177785107,0.99665917924505,0.9963594316860978,0.9819221754078128,0.994641670172984,0.9945880985993456,0.9946144585868256, 40%~50%
Beagle,HLA,-1,0,0.15,,385,0.9851239669421488,0.9729175155632742,0.738301724137931,0.7412584681814766,0.7397544010275094,0.8878919595998732,0.8648729747743604,0.7576297520366959,0.7575072049374024,0.7574582597992947, 0.1%~0.5%
Beagle,HLA,-1,0,0.15,,608,0.9856833133971292,0.9677829310264098,0.8006741602387331,0.8015489857947324,0.8011044279430102,0.8878919595998732,0.8648729747743604,0.7576297520366959,0.7575072049374024,0.7574582597992947, 0.5%~1%
Beagle,HLA,-1,0,0.15,,15186,0.9564281694862492,0.8844797241250026,0.7628072224154617,0.7628242344728086,0.7626841123073704,0.8878919595998732,0.8648729747743604,0.7576297520366959,0.7575072049374024,0.7574582597992947, 1%~10%
Beagle,HLA,-1,0,0.15,,8291,0.8927862633085164,0.8448784860754722,0.7581336587410872,0.7579475323855183,0.7579626396453292,0.8878919595998732,0.8648729747743604,0.7576297520366959,0.7575072049374024,0.7574582597992947, 10%~20%
Beagle,HLA,-1,0,0.15,,6297,0.8429916121674101,0.8504688035180664,0.7525544420690229,0.7524837523629808,0.7524025291479844,0.8878919595998732,0.8648729747743604,0.7576297520366959,0.7575072049374024,0.7574582597992947, 20%~30%
Beagle,HLA,-1,0,0.15,,5390,0.8161536515432619,0.8555444759881466,0.7588671395555722,0.7588772142407784,0.758682706289093,0.8878919595998732,0.8648729747743604,0.7576297520366959,0.7575072049374024,0.7574582597992947, 30%~40%
Beagle,HLA,-1,0,0.15,,5139,0.7888738523589662,0.846356431364599,0.7560610875101959,0.7561128095755889,0.7555866591816924,0.8878919595998732,0.8648729747743604,0.7576297520366959,0.7575072049374024,0.7574582597992947, 40%~50%
BiUNet,HLA,128,64,0.25,,385,0.9993506493506492,0.989993608325976,0.9956558677347286,0.987168107348929,0.9913320700360831,0.9937397634813848,0.967123486988638,0.9910404097839784,0.9903967448384914,0.9907165751109416, 0.1%~0.5%
BiUNet,HLA,128,64,0.25,,608,0.9974207535885168,0.9681208757508992,0.978264462276355,0.9381542421090864,0.9575158605781252,0.9937397634813848,0.967123486988638,0.9910404097839784,0.9903967448384914,0.9907165751109416, 0.5%~1%
BiUNet,HLA,128,64,0.25,,15186,0.9937247823952684,0.9427482294541868,0.9847300615821674,0.974540477118414,0.9795670165134838,0.9937397634813848,0.967123486988638,0.9910404097839784,0.9903967448384914,0.9907165751109416, 1%~10%
BiUNet,HLA,128,64,0.25,,8291,0.992113573316082,0.9687535387563444,0.9877204729884128,0.9882994890553298,0.9880081850417656,0.9937397634813848,0.967123486988638,0.9910404097839784,0.9903967448384914,0.9907165751109416, 10%~20%
BiUNet,HLA,128,64,0.25,,6297,0.9938607128935856,0.9853277898037952,0.99227281042132,0.9930873277480008,0.9926786641671486,0.9937397634813848,0.967123486988638,0.9910404097839784,0.9903967448384914,0.9907165751109416, 20%~30%
BiUNet,HLA,128,64,0.25,,5390,0.9942275257210322,0.98824760737411,0.9935037919332372,0.9938878956382118,0.9936947457012713,0.9937397634813848,0.967123486988638,0.9910404097839784,0.9903967448384914,0.9907165751109416, 30%~40%
BiUNet,HLA,128,64,0.25,,5139,0.9948920023350848,0.9902206339841614,0.9946993868163232,0.9947815288402788,0.9947390254357644,0.9937397634813848,0.967123486988638,0.9910404097839784,0.9903967448384914,0.9907165751109416, 40%~50%
Beagle,HLA,-1,0,0.25,,385,0.9854781582054308,0.9669390754847664,0.7501520895186848,0.7461852595412675,0.7389486035047752,0.8792932839632278,0.8518647723137983,0.7393473090665814,0.7391589683345543,0.7392522583141145, 0.1%~0.5%
Beagle,HLA,-1,0,0.25,,608,0.979366028708134,0.9535389262111762,0.7036413107927473,0.7165467212644986,0.7054640628840314,0.8792932839632278,0.8518647723137983,0.7393473090665814,0.7391589683345543,0.7392522583141145, 0.5%~1%
Beagle,HLA,-1,0,0.25,,15186,0.9517034230092308,0.8708960800905445,0.7374009962024886,0.737283602931074,0.7373418682512715,0.8792932839632278,0.8518647723137983,0.7393473090665814,0.7391589683345543,0.7392522583141145, 1%~10%
Beagle,HLA,-1,0,0.25,,8291,0.8836964506968126,0.8315339731935029,0.737956921560917,0.7374982076361805,0.7376778346302792,0.8792932839632278,0.8518647723137983,0.7393473090665814,0.7391589683345543,0.7392522583141145, 10%~20%
Beagle,HLA,-1,0,0.25,,6297,0.8377762859659,0.8431756557372957,0.7445674603953916,0.7444860724989895,0.7445220705685862,0.8792932839632278,0.8518647723137983,0.7393473090665814,0.7391589683345543,0.7392522583141145, 20%~30%
Beagle,HLA,-1,0,0.25,,5390,0.8003499747006241,0.8386505857287863,0.7384888889577399,0.7385756635785006,0.7384811567425875,0.8792932839632278,0.8518647723137983,0.7393473090665814,0.7391589683345543,0.7392522583141145, 30%~40%
Beagle,HLA,-1,0,0.25,,5139,0.7720904314599586,0.8322834444472342,0.7367838796271468,0.7369916321349053,0.7368856706142792,0.8792932839632278,0.8518647723137983,0.7393473090665814,0.7391589683345543,0.7392522583141145, 40%~50%
