Model,Dataset,Segment_Length,Overlap,Missingness,MAF_Bin,Num_SNPs,Bin_Acc,Bin_R2,Bin_Precision,Bin_Recall,Bin_F1,Overall_Acc,Overall_R2,Overall_Precision,Overall_Recall,Overall_F1
BiUNet,LOS,128,16,0.15,0.1%~0.5%,80535,0.999132,0.925566,0.996753,0.931078667,0.961660333,0.995605333,0.978714333,0.988575,0.979628333,0.984053333
BiUNet,LOS,128,16,0.15,0.5%~1%,43321,0.998011333,0.925914667,0.994914,0.931214333,0.960929,0.995605333,0.978714333,0.988575,0.979628333,0.984053333
BiUNet,LOS,128,16,0.15,1%~10%,87563,0.994935333,0.957971,0.988329,0.961713333,0.974637667,0.995605333,0.978714333,0.988575,0.979628333,0.984053333
BiUNet,LOS,128,16,0.15,10%~20%,17259,0.989680333,0.978743667,0.986359333,0.983905333,0.985126,0.995605333,0.978714333,0.988575,0.979628333,0.984053333
BiUNet,LOS,128,16,0.15,20%~30%,11414,0.988073333,0.97761,0.986717,0.986789667,0.986752667,0.995605333,0.978714333,0.988575,0.979628333,0.984053333
BiUNet,LOS,128,16,0.15,30%~40%,9073,0.987381333,0.975699,0.986985333,0.987281,0.987132,0.995605333,0.978714333,0.988575,0.979628333,0.984053333
BiUNet,LOS,128,16,0.15,40%~50%,8187,0.987457333,0.97467,0.987364,0.987467333,0.987412,0.995605333,0.978714333,0.988575,0.979628333,0.984053333
BiUNet,LOS,128,16,0.25,0.1%~0.5%,80535,0.998604667,0.880486333,0.995246667,0.888823333,0.935801667,0.992466667,0.963437,0.980593,0.964675333,0.972480667
BiUNet,LOS,128,16,0.25,0.5%~1%,43321,0.996737,0.878845,0.991920667,0.886599667,0.933102,0.992466667,0.963437,0.980593,0.964675333,0.972480667
BiUNet,LOS,128,16,0.25,1%~10%,87563,0.991409667,0.928672667,0.980838667,0.934219333,0.956317667,0.992466667,0.963437,0.980593,0.964675333,0.972480667
BiUNet,LOS,128,16,0.25,10%~20%,17259,0.981943,0.96275,0.976765333,0.971233667,0.973968667,0.992466667,0.963437,0.980593,0.964675333,0.972480667
BiUNet,LOS,128,16,0.25,20%~30%,11414,0.979029667,0.960517333,0.976945,0.976504,0.976722667,0.992466667,0.963437,0.980593,0.964675333,0.972480667
BiUNet,LOS,128,16,0.25,30%~40%,9073,0.977864,0.957262333,0.977272667,0.977606333,0.977438,0.992466667,0.963437,0.980593,0.964675333,0.972480667
BiUNet,LOS,128,16,0.25,40%~50%,8187,0.977905333,0.955274333,0.977762,0.977911667,0.977829667,0.992466667,0.963437,0.980593,0.964675333,0.972480667
